,extract_id,target,target_compound,target_compound_bolded,text,url
1045,1861,traditionele,traditionele,𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚,"dsche,.Jan-0-iliegeeet, of overdreven eerbied voor het oiude en 𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚, of'ooi het tegcti. gestelde van. eeiastenlQw'glieid bij de roe",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010191910:mpeg21:a0026
1046,1860,indo-europeaan,Indo-Europeaan,𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣,"n om te trachten jacht te ' maken op die roofdieren.Echter de .𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣 schoot er het leven by in, doordat een panter hem besprong toe",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010337919:mpeg21:a0134
1047,1858,achtergrond,achtergrond,𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙,"nen van een zoo belangrijke persoonlijkheid min of meer, op den 𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙 was geraakt, meende, dat thans een daad van hem geëischt werd.O",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010744270:mpeg21:a0209
1048,1857,hottentot,Hottentotten,𝙃𝙤𝙩𝙩𝙚𝙣𝙩𝙤𝙩𝙩𝙚𝙣,aangericht.Dergelijke regee'ringszorgen heeft een koning van de 𝙃𝙤𝙩𝙩𝙚𝙣𝙩𝙤𝙩𝙩𝙚𝙣.Christiaan had e_en Duitsche ploeg en een pompwerktuig en wat v,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110621376:mpeg21:a0050
1049,1856,inheems,Inheems,𝙄𝙣𝙝𝙚𝙚𝙢𝙨,.Alleen reeds op grond daarvan mist het ontwerp aantrekkelijkheid.𝙄𝙣𝙝𝙚𝙚𝙢𝙨 personeel ls voor .een vloot in de tropen geschikter dan Europees,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011117528:mpeg21:a0085
1050,1855,eskimo,Eskimo,𝙀𝙨𝙠𝙞𝙢𝙤," met een inboorling en in hun onderhoud deed bet zich voor, dat de 𝙀𝙨𝙠𝙞𝙢𝙤 hem dc hoeveelheid dertig duidelijk wenschte te maken.Hoe dit te d",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010895253:mpeg21:a0173
1051,1854,indo-europeaan,Indo-Europeaan,𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣," gaarne zijn geld in inlandsche sawah's willen beleggen, menig 𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣 ep Java denkt er anders over.De heer F o k k en s zou bet een ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010648933:mpeg21:a0014
1052,1853,historisch,Eenhistorisch,𝙀𝙚𝙣𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝,"Maipiower voorop,d an de Delphin.""Dat was de eerste ontmoeting.𝙀𝙚𝙣𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝 oogenblik, waaraan de sympathieke president der Vereenigde Sta",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010597375:mpeg21:a0001
1053,1851,mulat,mulatten,𝙢𝙪𝙡𝙖𝙩𝙩𝙚𝙣,"wongen verbintenis met een Havaneesche van de verachte klasse der 𝙢𝙪𝙡𝙖𝙩𝙩𝙚𝙣 te bezoedelen. — Ik, een hidalgo van de Spaansche kroon, de schoo",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010177413:mpeg21:a0030
1054,1850,ras,verrast,𝙫𝙚𝙧𝙧𝙖𝙨𝙩,Mrs.John H.Kastein werd 𝙫𝙚𝙧𝙧𝙖𝙨𝙩 door haar S.S. klas; zij hadden voor ververschingen gezorgd en oo,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011184742:mpeg21:a0050
1055,1849,medicijnman,medicijnman,𝙢𝙚𝙙𝙞𝙘𝙞𝙟𝙣𝙢𝙖𝙣,iden achtervolgen en kwêÜen.In Noord-Amerika is tboyenaar of de 𝙢𝙚𝙙𝙞𝙘𝙞𝙟𝙣𝙢𝙖𝙣 t de booze geesten verzoenen of 'wegdrijven moet .v ; Bij yèle ,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011185929:mpeg21:a0079
1056,1848,gemengd,gemengd,𝙜𝙚𝙢𝙚𝙣𝙜𝙙,"gen, die de schrijver vroeger voor een (in confessioneel opzicht) 𝙜𝙚𝙢𝙚𝙣𝙜𝙙 publiek heeft gehouden; tot mensch van allerlei denkwijze heeft D",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010662233:mpeg21:a0189
1057,1847,inheems,inheems,𝙞𝙣𝙝𝙚𝙚𝙢𝙨,"zoveel mogelijk van in het binnenland te vervaardigen goederen en 𝙞𝙣𝙝𝙚𝙚𝙢𝙨 voedsel te voorzien terwijl men, in verband hiermede, bepaalde fi",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010281431:mpeg21:a0021
1058,1846,gemengd,gemengd,𝙜𝙚𝙢𝙚𝙣𝙜𝙙,rd met groen gebruikten niet minder water en het bleek onmogelijk 𝙜𝙚𝙢𝙚𝙣𝙜𝙙 voer uit te sparen.3.Aantal eieren en hun gewicht werd niet verho,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010761627:mpeg21:a0275
1059,1845,marron,Marron,𝙈𝙖𝙧𝙧𝙤𝙣,"houx-Fleurs i la Crème.Gigot de Chevreuil, sauce Poivrade.Puree de 𝙈𝙖𝙧𝙧𝙤𝙣».Faisant de Bohème roti.Compöte d'Abricots.",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010166862:mpeg21:a0068
1060,1844,gemengd,Gemengd,𝙂𝙚𝙢𝙚𝙣𝙜𝙙,Blz.7.𝙂𝙚𝙢𝙚𝙣𝙜𝙙 nieuws.Blz.8.,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110620557:mpeg21:a0001
1061,1843,ontdekken,ontdekken,𝙤𝙣𝙩𝙙𝙚𝙠𝙠𝙚𝙣,"e enger d© persoonlijke bekendheid werd, des te zekerder zou men 𝙤𝙣𝙩𝙙𝙚𝙠𝙠𝙚𝙣, hoe getooakkelijk men gemeenschappelijke wegen kon volgen, hoev",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010128768:mpeg21:a0177
1062,1842,inlandsche,inlandsche,𝙞𝙣𝙡𝙖𝙣𝙙𝙨𝙘𝙝𝙚,"uit reeds 8 geordende predikanten zijn voortgekomen, terwijl 380 𝙞𝙣𝙡𝙖𝙣𝙙𝙨𝙘𝙝𝙚 hulparbciders medewerken en tientallen scholen door duizenden ki",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110634062:mpeg21:a0032
1063,1841,kaffer,kaffers,𝙠𝙖𝙛𝙛𝙚𝙧𝙨,"n meestergoed.""Deze moordenaars worden verafschuwd door de gewone 𝙠𝙖𝙛𝙛𝙚𝙧𝙨 en worden, wanneer zij ontdekt zijn, als abatakati of tooverdokte",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010155101:mpeg21:a0031
1064,1840,aziatisch,Aziatische,𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝𝙚,m van midden-Europa zeer geschikt waren voor de cultuur van deze 𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝𝙚 plant.Sedert de Mandsjoerijse boon ook op de wereldmarkt is vers,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011024518:mpeg21:a0056
1065,1839,mongool,Mongool,𝙈𝙤𝙣𝙜𝙤𝙤𝙡,"s het tee-ken van bloedbroederschap met prins Woe-Tsjing-Koo, den 𝙈𝙤𝙣𝙜𝙤𝙤𝙡, dien ik het leven heb gered, toen hij werd aangevallen door zes ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110527906:mpeg21:a0158
1066,1838,indiaan,Indiaans,𝙄𝙣𝙙𝙞𝙖𝙖𝙣𝙨,"t Indiaans genoemd worden.Als derde taal kan misschien of wel het 𝙄𝙣𝙙𝙞𝙖𝙖𝙣𝙨 der Caquetias van Curagao of wellicht het Latijn, misschien ook w",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010281597:mpeg21:a0057
1067,1837,marron,marron,𝙢𝙖𝙧𝙧𝙤𝙣,"n de nieuwe plaats van inwoning.(Men noemt dit hier ~I'amateurisme 𝙢𝙖𝙧𝙧𝙤𝙣"").En het is zoo erg geworden, dat de' bekende groep der ~Dix"" een ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010657173:mpeg21:a0172
1068,1836,bediende,bedienden,𝙗𝙚𝙙𝙞𝙚𝙣𝙙𝙚𝙣,": maar toen hij daarop den missionarissen dwingen wilde, met hun 𝙗𝙚𝙙𝙞𝙚𝙣𝙙𝙚𝙣 en dragers het logement te verlaten, wijl. volgens zijn zeggen, ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010002884:mpeg21:a0136
1069,1834,dwerggroei,Dwerggroei,𝘿𝙬𝙚𝙧𝙜𝙜𝙧𝙤𝙚𝙞,"g een voordracht — eveneens in de Fransche taal — gehouden over „𝘿𝙬𝙚𝙧𝙜𝙜𝙧𝙤𝙚𝙞"".Aangaande de Comeniuskwestie kon prof. v. d.Broek alleen medede",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010532218:mpeg21:a0217
1070,1833,misvormden,misvormden,𝙢𝙞𝙨𝙫𝙤𝙧𝙢𝙙𝙚𝙣,"s het gebouw No.VI beschikbaar gehouden voor de vereeniging voor 𝙢𝙞𝙨𝙫𝙤𝙧𝙢𝙙𝙚𝙣, gevestigd te Leiden, met de bedoeling, dat deze vereeniging het",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010009287:mpeg21:a0027
1071,1832,indisch,Indische,𝙄𝙣𝙙𝙞𝙨𝙘𝙝𝙚,"ië.Door dit reglement worden de pensioensvoorwaarden voor de West 𝙄𝙣𝙙𝙞𝙨𝙘𝙝𝙚 militairen, vooral voor het kader, belangrijk verbeterd.Deze verb",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011090557:mpeg21:a0029
1072,1830,aziatisch,Aziatisch,𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝,"n 1897 (dé eerste daar te lande) het aantal der in Europeesch en 𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝 levende Joden heeft vastgesteld op een cijfer van 5,215,805, is ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011182884:mpeg21:a0063
1073,1828,achtergrond,achtergrond,𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙,"Staten-Generaal de koloniale aangelegenheden min of meer op deu 𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙 geraakt zün.//Voor een deel is dat hieraan toe te schrijven, da",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010162181:mpeg21:a0081
1074,1827,marron,Marron,𝙈𝙖𝙧𝙧𝙤𝙣,"Odessa : n.Botterdam.𝙈𝙖𝙧𝙧𝙤𝙣 vert.18 Sept.City of Hamburg, S.",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010164666:mpeg21:a0054
1075,1826,indo,indo,𝙞𝙣𝙙𝙤,ling lieten de Turken 500 lyken achter.De Engelschen verloren 3 400 𝙞𝙣𝙙𝙤.Sofia 17.Een blngelsche onderzeeboot heeft in de Zoo . van llarmora,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011090510:mpeg21:a0033
1076,1825,barbaren,Barbaren,𝘽𝙖𝙧𝙗𝙖𝙧𝙚𝙣,"n en Romeinen bij de gróote volksVerhulzingéri, bij den inval der 𝘽𝙖𝙧𝙗𝙖𝙧𝙚𝙣 en de ineenstorting van het Romeinsche rijk heeft gered ?Hebt .gi",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011217416:mpeg21:a0024
1077,1824,bediende,bediende,𝙗𝙚𝙙𝙞𝙚𝙣𝙙𝙚,"Mijnheer Meijer greep een lange liniaal en w_»s vau plan deze den 𝙗𝙚𝙙𝙞𝙚𝙣𝙙𝙚 naar 't hoofd te slingeren, doch hij bezon zich en riep i „Laat h",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010280608:mpeg21:a0002
1078,1823,handicap,Handicap,𝙃𝙖𝙣𝙙𝙞𝙘𝙖𝙥,"Willing.Residentieprijs.𝙃𝙖𝙣𝙙𝙞𝙘𝙖𝙥.Max.800 M. aangespannen, open voor alle geregistreerde paarden, t",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010882882:mpeg21:a0014
1079,1822,marron,Marron,𝙈𝙖𝙧𝙧𝙤𝙣,kévit u het nssistenten'telsel ef.Maar vermoed olijk wordt daar in 𝙈𝙖𝙧𝙧𝙤𝙣-West iets alleen uit liefde voor het onderwijn (althon?dcor heb pe,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010656789:mpeg21:a0263
1080,1821,aziatisch,Aziatisch,𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝,"anders dan woningen gebouwd worden.Spr. vond zijn arbeidsveld in 𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝 Rusin Siberië, waar bij de reorganisatie der mijnen dringende be",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010745334:mpeg21:a0127
1081,1820,kaffer,Kaffer,𝙆𝙖𝙛𝙛𝙚𝙧,"e eindelijk, kreeg.ik allereerst mijn oogen wat vrij.Ik wig ©enige 𝙆𝙖𝙛𝙛𝙚𝙧 jongens met medelijdende gezichten om mij heen staan; een van hen ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011183606:mpeg21:a0078
1082,1819,historisch,historisch,𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝,"endeels toekomst-ideaal, ook zelfs daar w aar het steunde op het 𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝-materia-1 isme en zijn wetenschappelijke noodzake, lijkheid.""Een",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110549920:mpeg21:a0102
1083,1818,gemengd,Gemengd,𝙂𝙚𝙢𝙚𝙣𝙜𝙙,"eltman en mej.Rom-iy—mevr- Nan Gulkk—Job en mej.Jnrrema 6—l, &-""• 𝙂𝙚𝙢𝙚𝙣𝙜𝙙 duWefspel.Mej. -Ramen? --, ~r, m.Beets—mej.Jurrema en Van Olst 6—",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010656889:mpeg21:a0248
1084,1817,marron,Marron,𝙈𝙖𝙧𝙧𝙤𝙣,"n reeks, met zekere vloei stof gevulde bakken, volgens het systeem 𝙈𝙖𝙧𝙧𝙤𝙣!, van een zeer snei roteerende schijf.Na de pauze werden door dr.K",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010296518:mpeg21:a0114
1085,1816,indo-europeaan,Indo-Europeaan,𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣,end antwoord.De man verklaarde dat hij het in opdracht van een 𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣 gedaan had.Deze makelaar in kinderen had er een noodig voor de,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010733778:mpeg21:a0120
1086,1815,gekleurd,gekleurd,𝙜𝙚𝙠𝙡𝙚𝙪𝙧𝙙,ter en geen margarine aan de Rijksinstellingen.De margarine worde 𝙜𝙚𝙠𝙡𝙚𝙪𝙧𝙙.Maakt men ze lichtrose dan komt men den heer Kupers in het gevlij,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010673135:mpeg21:a0177
1087,1814,historisch,historische,𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝𝙚,"itie inneemt.Dokkum is oud.In bouw en ligging voelt men de oude 𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝𝙚 sfeer goed aan.Dat doen de oploopende, meest nauwe straten, de ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010608053:mpeg21:a0247
1088,1813,achtergrond,achtergrond,𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙,"rofsstukken frieeth. water in, fonteinaebtig, feestelijk.Op den 𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙 branden tegen den etacühuiegevel de ilhrminatielijnen proef.Mas",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010994583:mpeg21:a0087
1089,1812,moslim,Moslim,𝙈𝙤𝙨𝙡𝙞𝙢," waanzinnig als Ibrahim, hij blijft toch de schaduw Gods, en ieder 𝙈𝙤𝙨𝙡𝙞𝙢 moet op zijn bevel opspringen als een gewillige knecht op het beve",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010891046:mpeg21:a0107
1090,1811,slavenschip,slavenschip,𝙨𝙡𝙖𝙫𝙚𝙣𝙨𝙘𝙝𝙞𝙥,"r geen beter gebruik van te maken dan zoals de kapitein van het 𝙨𝙡𝙖𝙫𝙚𝙣𝙨𝙘𝙝𝙞𝙥, die aan de kust van Afrika wachtende op een transport slaven u",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011024493:mpeg21:a0037
1091,1810,dwerg,dwerg,𝙙𝙬𝙚𝙧𝙜,"t zakje.En dat om zoon onnoozel ding.Columbus niet zijn ei was ecu 𝙙𝙬𝙚𝙧𝙜 bij den reus Mendels!Wat zijn wij Katholieken, die vooral in deze ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010990307:mpeg21:a0081
1092,1809,baboe,baboe,𝙗𝙖𝙗𝙤𝙚," wij nlet la te zien beo «Ul._voor»dhrlll. «ooal» het daar ligt, ..𝙗𝙖𝙗𝙤𝙚» lijk kan worden nrtgeleeltl.Vanneer de bo/vot'ep zlellzelt i_ie^.",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010032541:mpeg21:a0059
1093,1808,historisch,historisch,𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝,"der juiste spellingen als b.v. sultan, kalief, vizier, een zeker 𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝 recht, maar in velo andore gevallen is er geen reden om zich met",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010655143:mpeg21:a0177
1094,1807,neger,negers,𝙣𝙚𝙜𝙚𝙧𝙨,"n andere sociaal-fascistische organisaties voortdurend beticht.""De 𝙣𝙚𝙜𝙚𝙧𝙨 beschuldigen de cinematografische organisatie in de Sovjet-Unie er",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010967832:mpeg21:a0170
1095,1806,aapman,aapman,𝙖𝙖𝙥𝙢𝙖𝙣,"nd.Hij bedelde, pleitte, smeekte om het leven van zijn metgezel.De 𝙖𝙖𝙥𝙢𝙖𝙣 duwde hem ruw op zijde en schudde het hoofd.Dat was de laatste bew",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010602797:mpeg21:a0166
1096,1805,indisch,Indische,𝙄𝙣𝙙𝙞𝙨𝙘𝙝𝙚,"rige bewoordingen ""vrijheid,gelijkheid en broederschap"" voor liet 𝙄𝙣𝙙𝙞𝙨𝙘𝙝𝙚 volk predikt.FRANKRIJK.Bisschoppen beginnen in Frankrijk alledaag",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110621183:mpeg21:a0061
1097,1804,kokkie,kokkie,𝙠𝙤𝙠𝙠𝙞𝙚,"niet alleen menschen, maar ook dieren. 'k Riep de hulp in van mijn 𝙠𝙤𝙠𝙠𝙞𝙚, het eenigste personeel dat ik heb. t uaf niets.„„ST0""'- als ik da",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010280926:mpeg21:a0011
1098,1803,ras,ras,𝙧𝙖𝙨,"ringen: op Maandag 20 Feb. e. k. voor dekhengsten van buitenlandsch 𝙧𝙖𝙨 minsiens drie jaren oud en in het buitenland geboren en b. te Oss, ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010188622:mpeg21:a0019
1099,1802,moslim,Moslim,𝙈𝙤𝙨𝙡𝙞𝙢,"e tienduizenden groezelige kinder Ismaels als eigenhjke heerschers.𝙈𝙤𝙨𝙡𝙞𝙢 toch is hier alle leven; Moslim, kleeding en taal, geloof en zeden",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010535153:mpeg21:a0043
1100,1799,traditionele,traditionele,𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚," nu ""vlak tot aan-het; water.""Pinkster twee * bleek ?weer ï de"" 𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚 ?uitgaansdag, de „Gooischon"" had aan Huizen OMiflinko recette.M",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011167313:mpeg21:a0008
1101,1798,inlander,inlander,𝙞𝙣𝙡𝙖𝙣𝙙𝙚𝙧,"est wei bedacht worden, dat aan het m. u.L o. voor de«o categorie 𝙞𝙣𝙡𝙖𝙣𝙙𝙚𝙧» — of koe men kot voor ken meest wenselieljjko onderwijs «ou will",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010031254:mpeg21:a0002
1102,1797,traditioneel,traditioneel,𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙚𝙡,"tegen de over de slappe regeeringshouding verontwaardigde, maar 𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙚𝙡-monarchale boeren steun bij de koningin?Dat zou al een allerake",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011116759:mpeg21:a0107
1103,1796,stam,stam,𝙨𝙩𝙖𝙢,"I, 82."") Brieven van Abraham Blankaart, 111, 208.van onzen 𝙨𝙩𝙖𝙢 belang moet inboezemen, de lauwheid bekampen, de geestdrift aanblaz",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010161400:mpeg21:a0001
1104,1795,mengras,mengras,𝙢𝙚𝙣𝙜𝙧𝙖𝙨,"t meer dan 250 jaar toe het land hebben bewoond, die er een eigen 𝙢𝙚𝙣𝙜𝙧𝙖𝙨 met eigen kenmerken hebben gevormd, die Suriname in cultuur hebbe",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110634148:mpeg21:a0023
1105,1794,achtergrond,achtergrond,𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙,"door dc linksche pers (en zelfs door Echo de Paris) weer op den 𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙 's geraakt.Bovendien is er niets definitiefs vast te stellen, z",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010008439:mpeg21:a0119
1106,1793,inheems,inheems,𝙞𝙣𝙝𝙚𝙚𝙢𝙨,"vervloe king oor hom uitgespreek was.In lande, waar die slang nie 𝙞𝙣𝙝𝙚𝙚𝙢𝙨 Is nie, weet die mense dan ook nie anders nie, as dat hy 'n dier ",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010513966:mpeg21:a0085
1107,1792,traditionele,traditionele,𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚,"e luisterijke Oranjedag al was deze dan niet beschenen door het 𝙩𝙧𝙖𝙙𝙞𝙩𝙞𝙤𝙣𝙚𝙡𝙚 Oranjezonnetje.Want het was in Nederland druilerig, hoewel toch",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010281551:mpeg21:a0018
1108,1791,koelie,koelie,𝙠𝙤𝙚𝙡𝙞𝙚,"rogenen kennel van (porseleinen en aardewerken honden, een koperen 𝙠𝙤𝙚𝙡𝙞𝙚!met ..Griisze aus Wiesbaden"" er op en een gebarsten glazen pressep",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110579572:mpeg21:a0319
1109,1790,blank,blanka,𝙗𝙡𝙖𝙣𝙠𝙖,"tlcable, aa la now requlred of juatlcea of the peace.All neceseary 𝙗𝙡𝙖𝙣𝙠𝙖, dockets and atatlonery for the proper conduct of the aald court a",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011180222:mpeg21:a0067
1110,1789,indo-europeaan,Indo-Europeaans,𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣𝙨,"nhandelaar.Deze vindt steun bjj rijke rasgeuooten, zijne, dts 𝙄𝙣𝙙𝙤-𝙀𝙪𝙧𝙤𝙥𝙚𝙖𝙖𝙣𝙨 rijke rasgeuooten zjjn, óf in patria óf.... schimpen op hem.W",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:010127008:mpeg21:a0026
1111,1788,achtergrond,achtergrond,𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙,"kaansche volksleven, zoodat alle sporen van hunnen historischen 𝙖𝙘𝙝𝙩𝙚𝙧𝙜𝙧𝙤𝙣𝙙 spoorloos verdwijnen.Naarmate de jaren voorbijsnellen en de nat",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011185516:mpeg21:a0055
1112,1787,aziatisch,Aziatisch,𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝,"singen van Russ. troepen door Canada plaats.UeiyK men weei woiai 𝘼𝙯𝙞𝙖𝙩𝙞𝙨𝙘𝙝 Rusland door de Behringstraat, een tamelijk nauwe zeestraat, ges",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011024194:mpeg21:a0011
1113,1786,queer,queer,𝙦𝙪𝙚𝙚𝙧,aper money each year to reach twice around the world.Egbert-Thatls 𝙦𝙪𝙚𝙚𝙧.Very little of It reaches me.—Yonkers Statesman.' Bow a Utile seed,https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011180804:mpeg21:a0063
1114,1785,historisch,historisch,𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝,"inks en rechts Mag men nu vrij (?)gaan kiezen!Zeer droevig is 't 𝙝𝙞𝙨𝙩𝙤𝙧𝙞𝙨𝙘𝙝 feit, Dat ons de uitkomst leerde.Waarom was 't jaren Niemandslan",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:110598909:mpeg21:a0023
1115,1784,homo,homo,𝙝𝙤𝙢𝙤,"her the possibilities and need of a rural youth organization at the 𝙝𝙤𝙢𝙤 of Mrs.Alida Vermeer, 1 mile south and % mile east of Sioux Center,",https://www.delpher.nl/nl/kranten/view?coll=ddd&identifier=ddd:011184749:mpeg21:a0041
