anonymised_participant_id,extract_id,response,suggestion
228,1408,Weet ik niet,
229,1408,Onleesbare OCR,
230,1408,Omstreden naar huidige maatstaven,
223,1407,Niet omstreden,beklagenswaardig wezen
224,1407,Niet omstreden,
225,1407,Niet omstreden,
226,1407,Niet omstreden,
227,1407,Niet omstreden,
228,1407,Omstreden naar huidige maatstaven,
229,1407,Niet omstreden,
230,1407,Niet omstreden,
223,1406,Niet omstreden,
224,1406,Weet ik niet,
225,1406,Niet omstreden,
226,1406,Niet omstreden,
227,1406,Niet omstreden,
228,1406,Niet omstreden,
229,1406,Weet ik niet,
230,1406,Niet omstreden,
223,1405,Onleesbare OCR,
224,1405,Niet omstreden,
225,1405,Niet omstreden,
226,1405,Onleesbare OCR,
227,1405,Onleesbare OCR,
228,1405,Weet ik niet,
229,1405,Omstreden naar huidige maatstaven,
230,1405,Niet omstreden,
223,1404,Niet omstreden,
224,1404,Niet omstreden,
225,1404,Niet omstreden,
226,1404,Niet omstreden,
227,1404,Niet omstreden,
228,1404,Niet omstreden,
229,1404,Niet omstreden,
230,1404,Niet omstreden,
223,1403,Niet omstreden,
224,1403,Niet omstreden,
225,1403,Niet omstreden,
226,1403,Niet omstreden,
227,1403,Niet omstreden,
228,1403,Niet omstreden,
229,1403,Niet omstreden,
230,1403,Niet omstreden,gevegeteerd
223,1402,Weet ik niet,
224,1402,Niet omstreden,
225,1402,Niet omstreden,
226,1402,Weet ik niet,
227,1402,Onleesbare OCR,
228,1402,Weet ik niet,
229,1402,Onleesbare OCR,
230,1402,Niet omstreden,
223,1401,Niet omstreden,kinderlijken - lilliputters - dwergen - infantiele dwergen
224,1401,Niet omstreden,
225,1401,Niet omstreden,
226,1401,Niet omstreden,geen
227,1401,Niet omstreden,lilliputters
228,1401,Niet omstreden,
229,1401,Niet omstreden,lilliputters
230,1401,Niet omstreden,
217,1399,Niet omstreden,
218,1399,Niet omstreden,
219,1399,Niet omstreden,zelfopoiiering
220,1399,Niet omstreden,
221,1399,Omstreden naar huidige maatstaven,Yankee
222,1399,Niet omstreden,
399,1399,Niet omstreden,
217,1398,Niet omstreden,
218,1398,Niet omstreden,
219,1398,Omstreden naar huidige maatstaven,attrlzeggen
220,1398,Niet omstreden,
221,1398,Niet omstreden,
222,1398,Niet omstreden,
399,1398,Niet omstreden,
217,1397,Weet ik niet,
218,1397,Omstreden naar huidige maatstaven,
219,1397,Omstreden naar huidige maatstaven,Geen
220,1397,Niet omstreden,
221,1397,Omstreden naar huidige maatstaven,
222,1397,Omstreden naar huidige maatstaven,
399,1397,Omstreden naar huidige maatstaven,
217,1396,Niet omstreden,
218,1396,Niet omstreden,
219,1396,Omstreden naar huidige maatstaven,Geen
220,1396,Niet omstreden,
221,1396,Niet omstreden,
222,1396,Niet omstreden,
399,1396,Niet omstreden,
217,1395,Niet omstreden,
218,1395,Niet omstreden,
219,1395,Niet omstreden,Geen
220,1395,Onleesbare OCR,
221,1395,Weet ik niet,
222,1395,Niet omstreden,
399,1395,Weet ik niet,
217,1394,Weet ik niet,minderwaardigen
218,1394,Omstreden naar huidige maatstaven,Hotnot
219,1394,Omstreden naar huidige maatstaven,Geen
220,1394,Weet ik niet,minderwaardigen
221,1394,Weet ik niet,
222,1394,Weet ik niet,
399,1394,Omstreden naar huidige maatstaven,
217,1393,Niet omstreden,
218,1393,Niet omstreden,
219,1393,Niet omstreden,Geen
220,1393,Weet ik niet,domme
221,1393,Omstreden naar huidige maatstaven,Kwebbelende buitenlanders en domme kamermeisjes
222,1393,Niet omstreden,buitenlanders
399,1393,Niet omstreden,domme
217,1392,Niet omstreden,
218,1392,Niet omstreden,
219,1392,Niet omstreden,Geen
220,1392,Niet omstreden,
221,1392,Omstreden naar huidige maatstaven,
222,1392,Niet omstreden,
399,1392,Omstreden naar huidige maatstaven,
217,1391,Omstreden naar huidige maatstaven,
218,1391,Niet omstreden,
219,1391,Omstreden naar huidige maatstaven,Geen
220,1391,Omstreden naar huidige maatstaven,
221,1391,Omstreden naar huidige maatstaven,
222,1391,Omstreden naar huidige maatstaven,
399,1391,Omstreden naar huidige maatstaven,
217,1390,Niet omstreden,
218,1390,Niet omstreden,
219,1390,Niet omstreden,Geen
220,1390,Niet omstreden,
221,1390,Niet omstreden,
222,1390,Niet omstreden,
399,1390,Niet omstreden,
217,1389,Niet omstreden,
218,1389,Niet omstreden,
219,1389,Omstreden naar huidige maatstaven,Geen
220,1389,Niet omstreden,
221,1389,Omstreden naar huidige maatstaven,
222,1389,Weet ik niet,
399,1389,Niet omstreden,
217,1388,Weet ik niet,
218,1388,Omstreden naar huidige maatstaven,
219,1388,Omstreden naar huidige maatstaven,Geen
220,1388,Omstreden naar huidige maatstaven,
221,1388,Omstreden naar huidige maatstaven,
222,1388,Omstreden naar huidige maatstaven,
399,1388,Omstreden naar huidige maatstaven,
217,1387,Niet omstreden,
218,1387,Niet omstreden,
219,1387,Niet omstreden,Geen
220,1387,Niet omstreden,
221,1387,Niet omstreden,
222,1387,Niet omstreden,
399,1387,Niet omstreden,
217,1386,Weet ik niet,
218,1386,Omstreden naar huidige maatstaven,
219,1386,Weet ik niet,Week ik niet
220,1386,Weet ik niet,
221,1386,Omstreden naar huidige maatstaven,
222,1386,Niet omstreden,
399,1386,Omstreden naar huidige maatstaven,
217,1384,Niet omstreden,
218,1384,Niet omstreden,
219,1384,Omstreden naar huidige maatstaven,Geen
220,1384,Niet omstreden,
221,1384,Niet omstreden,
222,1384,Niet omstreden,
399,1384,Omstreden naar huidige maatstaven,
217,1383,Niet omstreden,
218,1383,Niet omstreden,
219,1383,Niet omstreden,Geen
220,1383,Niet omstreden,
221,1383,Niet omstreden,
222,1383,Niet omstreden,
399,1383,Niet omstreden,
217,1382,Onleesbare OCR,
218,1382,Niet omstreden,
219,1382,Weet ik niet,Weet ik niet
220,1382,Weet ik niet,
221,1382,Onleesbare OCR,
222,1382,Niet omstreden,
399,1382,Niet omstreden,
217,1381,Niet omstreden,dwergvolkjes
218,1381,Omstreden naar huidige maatstaven,
219,1381,Omstreden naar huidige maatstaven,Geen
220,1381,Niet omstreden,
221,1381,Omstreden naar huidige maatstaven,
222,1381,Omstreden naar huidige maatstaven,dwergvolkjes
399,1381,Niet omstreden,dwergvolkjes
217,1379,Niet omstreden,
218,1379,Niet omstreden,
219,1379,Niet omstreden,Geen
220,1379,Niet omstreden,
221,1379,Niet omstreden,
222,1379,Niet omstreden,
399,1379,Omstreden naar huidige maatstaven,
217,1378,Niet omstreden,
218,1378,Niet omstreden,
219,1378,Niet omstreden,Geen
220,1378,Niet omstreden,
221,1378,Niet omstreden,
222,1378,Niet omstreden,
399,1378,Niet omstreden,
217,1377,Niet omstreden,
218,1377,Omstreden naar huidige maatstaven,
219,1377,Niet omstreden,Geen
220,1377,Omstreden naar huidige maatstaven,
221,1377,Omstreden naar huidige maatstaven,
222,1377,Omstreden naar huidige maatstaven,"Indo-element, koloniaal bezit"
399,1377,Omstreden naar huidige maatstaven,
217,1376,Niet omstreden,
218,1376,Omstreden naar huidige maatstaven,
219,1376,Weet ik niet,Weet ik niet
220,1376,Omstreden naar huidige maatstaven,
221,1376,Omstreden naar huidige maatstaven,
222,1376,Omstreden naar huidige maatstaven,
399,1376,Omstreden naar huidige maatstaven,
217,1375,Omstreden naar huidige maatstaven,
218,1375,Omstreden naar huidige maatstaven,
219,1375,Omstreden naar huidige maatstaven,Geen
220,1375,Niet omstreden,
221,1375,Omstreden naar huidige maatstaven,Minister vab koloniën
222,1375,Niet omstreden,koloniën 
399,1375,Omstreden naar huidige maatstaven,
217,1374,Niet omstreden,
218,1374,Niet omstreden,
219,1374,Niet omstreden,Geen
220,1374,Niet omstreden,
221,1374,Weet ik niet,
222,1374,Niet omstreden,
399,1374,Niet omstreden,
217,1373,Niet omstreden,
218,1373,Omstreden naar huidige maatstaven,
219,1373,Omstreden naar huidige maatstaven,Geen
220,1373,Weet ik niet,
221,1373,Omstreden naar huidige maatstaven,
222,1373,Weet ik niet,
399,1373,Omstreden naar huidige maatstaven,
217,1372,Niet omstreden,
218,1372,Omstreden naar huidige maatstaven,
219,1372,Niet omstreden,Geen
220,1372,Niet omstreden,
221,1372,Omstreden naar huidige maatstaven,
222,1372,Omstreden naar huidige maatstaven,
399,1372,Omstreden naar huidige maatstaven,
217,1371,Niet omstreden,
218,1371,Niet omstreden,
219,1371,Omstreden naar huidige maatstaven,Geen
220,1371,Niet omstreden,
221,1371,Omstreden naar huidige maatstaven,
222,1371,Omstreden naar huidige maatstaven,
399,1371,Omstreden naar huidige maatstaven,
217,1370,Weet ik niet,
218,1370,Omstreden naar huidige maatstaven,
219,1370,Niet omstreden,Geen
220,1370,Omstreden naar huidige maatstaven,
221,1370,Niet omstreden,
222,1370,Omstreden naar huidige maatstaven,
399,1370,Omstreden naar huidige maatstaven,"mille, tukken"
217,1369,Onleesbare OCR,
218,1369,Onleesbare OCR,
219,1369,Weet ik niet,Weet ik niet
220,1369,Onleesbare OCR,
221,1369,Onleesbare OCR,
222,1369,Onleesbare OCR,
399,1369,Weet ik niet,
217,1368,Onleesbare OCR,
218,1368,Omstreden naar huidige maatstaven,
219,1368,Niet omstreden,Geen
220,1368,Niet omstreden,
221,1368,Omstreden naar huidige maatstaven,
222,1368,Onleesbare OCR,
399,1368,Omstreden naar huidige maatstaven,
217,1367,Onleesbare OCR,
218,1367,Niet omstreden,
219,1367,Niet omstreden,Geen
220,1367,Niet omstreden,
221,1367,Onleesbare OCR,
222,1367,Onleesbare OCR,
399,1367,Niet omstreden,
217,1366,Omstreden naar huidige maatstaven,
218,1366,Omstreden naar huidige maatstaven,
219,1366,Omstreden naar huidige maatstaven,Geen
220,1366,Omstreden naar huidige maatstaven,
221,1366,Omstreden naar huidige maatstaven,Neutrale  volken
222,1366,Omstreden naar huidige maatstaven,
399,1366,Omstreden naar huidige maatstaven,
217,1365,Onleesbare OCR,
218,1365,Niet omstreden,
219,1365,Niet omstreden,Geen
220,1365,Niet omstreden,reet
221,1365,Onleesbare OCR,
222,1365,Onleesbare OCR,
399,1365,Niet omstreden,
217,1364,Niet omstreden,
218,1364,Niet omstreden,
219,1364,Niet omstreden,Geen
220,1364,Niet omstreden,
221,1364,Niet omstreden,
222,1364,Niet omstreden,
399,1364,Niet omstreden,anemies
217,1362,Weet ik niet,
218,1362,Omstreden naar huidige maatstaven,vol-Joden
219,1362,Niet omstreden,Geen
220,1362,Weet ik niet,
221,1362,Omstreden naar huidige maatstaven,Vol-Joden en Tweede graad
222,1362,Weet ik niet,gemengd ras
399,1362,Weet ik niet,vol-Joden
217,1361,Niet omstreden,
218,1361,Niet omstreden,
219,1361,Niet omstreden,Geen
220,1361,Niet omstreden,
221,1361,Niet omstreden,Kolonieën
222,1361,Niet omstreden,
399,1361,Niet omstreden,
217,1360,Niet omstreden,
218,1360,Niet omstreden,
219,1360,Niet omstreden,Geen
220,1360,Niet omstreden,
221,1360,Niet omstreden,
222,1360,Niet omstreden,
399,1360,Niet omstreden,
217,1358,Niet omstreden,
218,1358,Niet omstreden,
219,1358,Omstreden naar huidige maatstaven,Geen
220,1358,Niet omstreden,
221,1358,Niet omstreden,
222,1358,Omstreden naar huidige maatstaven,
399,1358,Omstreden naar huidige maatstaven,
217,1357,Niet omstreden,
218,1357,Niet omstreden,
219,1357,Niet omstreden,Geen
220,1357,Niet omstreden,
221,1357,Niet omstreden,
222,1357,Niet omstreden,
399,1357,Omstreden naar huidige maatstaven,
217,1355,Niet omstreden,
218,1355,Niet omstreden,
219,1355,Omstreden naar huidige maatstaven,Geen
220,1355,Omstreden naar huidige maatstaven,bekrompen
221,1355,Omstreden naar huidige maatstaven,
222,1355,Niet omstreden,
399,1355,Niet omstreden,
217,1354,Omstreden naar huidige maatstaven,
218,1354,Omstreden naar huidige maatstaven,
219,1354,Omstreden naar huidige maatstaven,Geen
220,1354,Omstreden naar huidige maatstaven,
221,1354,Niet omstreden,
222,1354,Omstreden naar huidige maatstaven,
399,1354,Omstreden naar huidige maatstaven,
217,1353,Niet omstreden,
218,1353,Niet omstreden,
219,1353,Omstreden naar huidige maatstaven,Geen
220,1353,Niet omstreden,
221,1353,Niet omstreden,
222,1353,Niet omstreden,
399,1353,Weet ik niet,
217,1352,Niet omstreden,
218,1352,Niet omstreden,geen
219,1352,Niet omstreden,kortzichtige 
220,1352,Niet omstreden,"kleingeetigheid, kortzichtige, pietluttigheid"
221,1352,Niet omstreden,
222,1352,Niet omstreden,
399,1352,Niet omstreden,
217,1351,Weet ik niet,
218,1351,Niet omstreden,
219,1351,Omstreden naar huidige maatstaven,Geen
220,1351,Niet omstreden,
221,1351,Niet omstreden,
222,1351,Niet omstreden,
399,1351,Niet omstreden,
217,1350,Onleesbare OCR,
218,1350,Niet omstreden,
219,1350,Niet omstreden,Geen
220,1350,Omstreden naar huidige maatstaven,
221,1350,Niet omstreden,
222,1350,Omstreden naar huidige maatstaven,
399,1350,Omstreden naar huidige maatstaven,
208,1349,Niet omstreden,
209,1349,Niet omstreden,
210,1349,Omstreden naar huidige maatstaven,
211,1349,Niet omstreden,
212,1349,Niet omstreden,
213,1349,Niet omstreden,
214,1349,Niet omstreden,geen
215,1349,Omstreden naar huidige maatstaven,
216,1349,Niet omstreden,
208,1348,Niet omstreden,
209,1348,Niet omstreden,
210,1348,Niet omstreden,
211,1348,Niet omstreden,
212,1348,Niet omstreden,
213,1348,Niet omstreden,
214,1348,Niet omstreden,geen
215,1348,Niet omstreden,
216,1348,Niet omstreden,
208,1346,Niet omstreden,
209,1346,Niet omstreden,
210,1346,Niet omstreden,
211,1346,Niet omstreden,
212,1346,Niet omstreden,
213,1346,Niet omstreden,
214,1346,Niet omstreden,geen
215,1346,Niet omstreden,
216,1346,Niet omstreden,
208,1345,Niet omstreden,
209,1345,Onleesbare OCR,
210,1345,Onleesbare OCR,
211,1345,Niet omstreden,
212,1345,Niet omstreden,
213,1345,Niet omstreden,
214,1345,Niet omstreden,geen
215,1345,Niet omstreden,
216,1345,Onleesbare OCR,
208,1344,Omstreden naar huidige maatstaven,
209,1344,Niet omstreden,
210,1344,Onleesbare OCR,
211,1344,Weet ik niet,
212,1344,Weet ik niet,
213,1344,Omstreden naar huidige maatstaven,
214,1344,Onleesbare OCR,
215,1344,Onleesbare OCR,
216,1344,Onleesbare OCR,
208,1343,Niet omstreden,
209,1343,Niet omstreden,
210,1343,Niet omstreden,
211,1343,Niet omstreden,
212,1343,Niet omstreden,
213,1343,Niet omstreden,
214,1343,Niet omstreden,geen
215,1343,Niet omstreden,
216,1343,Niet omstreden,
208,1342,Niet omstreden,
209,1342,Niet omstreden,
210,1342,Niet omstreden,
211,1342,Niet omstreden,
212,1342,Niet omstreden,
213,1342,Niet omstreden,
214,1342,Niet omstreden,geen
215,1342,Niet omstreden,
216,1342,Niet omstreden,
208,1341,Omstreden naar huidige maatstaven,
209,1341,Omstreden naar huidige maatstaven,
210,1341,Niet omstreden,
211,1341,Niet omstreden,
212,1341,Niet omstreden,
213,1341,Weet ik niet,
214,1341,Niet omstreden,geen
215,1341,Omstreden naar huidige maatstaven,
216,1341,Niet omstreden,
208,1340,Niet omstreden,
209,1340,Niet omstreden,
210,1340,Niet omstreden,
211,1340,Niet omstreden,
212,1340,Niet omstreden,
213,1340,Niet omstreden,
214,1340,Niet omstreden,geen
215,1340,Niet omstreden,
216,1340,Onleesbare OCR,Is Engelstalig
208,1339,Niet omstreden,
209,1339,Niet omstreden,Eskimo's
210,1339,Weet ik niet,
211,1339,Niet omstreden,
212,1339,Niet omstreden,
213,1339,Niet omstreden,
214,1339,Niet omstreden,geen
215,1339,Niet omstreden,
216,1339,Niet omstreden,
208,1338,Niet omstreden,
209,1338,Onleesbare OCR,
210,1338,Onleesbare OCR,
211,1338,Onleesbare OCR,
212,1338,Niet omstreden,"indianen, indiaansche"
213,1338,Niet omstreden,
214,1338,Niet omstreden,geen
215,1338,Omstreden naar huidige maatstaven,
216,1338,Niet omstreden,
208,1337,Weet ik niet,
209,1337,Omstreden naar huidige maatstaven,
210,1337,Weet ik niet,
211,1337,Omstreden naar huidige maatstaven,
212,1337,Weet ik niet,
213,1337,Niet omstreden,
214,1337,Omstreden naar huidige maatstaven,geen
215,1337,Weet ik niet,
216,1337,Weet ik niet,
208,1336,Niet omstreden,
209,1336,Niet omstreden,
210,1336,Niet omstreden,
211,1336,Niet omstreden,
212,1336,Niet omstreden,
213,1336,Niet omstreden,
214,1336,Niet omstreden,geen
215,1336,Niet omstreden,
216,1336,Niet omstreden,
208,1335,Onleesbare OCR,
209,1335,Onleesbare OCR,
210,1335,Onleesbare OCR,
211,1335,Onleesbare OCR,
212,1335,Weet ik niet,
213,1335,Omstreden naar huidige maatstaven,
214,1335,Onleesbare OCR,
215,1335,Onleesbare OCR,
216,1335,Onleesbare OCR,
208,1334,Niet omstreden,Indiaan
209,1334,Niet omstreden,Indiaan
210,1334,Niet omstreden,
211,1334,Niet omstreden,
212,1334,Niet omstreden,"indiaan, roodhuid"
213,1334,Weet ik niet,
214,1334,Niet omstreden,"blanken, Roodhuid"
215,1334,Niet omstreden,Roodhuid + Indiaanse knecht
216,1334,Niet omstreden,
208,1333,Niet omstreden,
209,1333,Weet ik niet,
210,1333,Onleesbare OCR,
211,1333,Niet omstreden,
212,1333,Niet omstreden,
213,1333,Niet omstreden,
214,1333,Niet omstreden,geen
215,1333,Omstreden naar huidige maatstaven,
216,1333,Niet omstreden,
208,1332,Niet omstreden,
209,1332,Niet omstreden,
210,1332,Weet ik niet,
211,1332,Niet omstreden,
212,1332,Niet omstreden,
213,1332,Niet omstreden,
214,1332,Omstreden naar huidige maatstaven,geen
215,1332,Omstreden naar huidige maatstaven,
216,1332,Niet omstreden,
208,1331,Niet omstreden,
209,1331,Onleesbare OCR,
210,1331,Onleesbare OCR,
211,1331,Weet ik niet,
212,1331,Niet omstreden,
213,1331,Niet omstreden,
214,1331,Onleesbare OCR,
215,1331,Onleesbare OCR,
216,1331,Niet omstreden,
208,1330,Niet omstreden,
209,1330,Niet omstreden,
210,1330,Weet ik niet,
211,1330,Weet ik niet,
212,1330,Niet omstreden,
213,1330,Niet omstreden,
214,1330,Niet omstreden,geen
215,1330,Omstreden naar huidige maatstaven,
216,1330,Omstreden naar huidige maatstaven,
208,1329,Niet omstreden,
209,1329,Niet omstreden,
210,1329,Niet omstreden,
211,1329,Niet omstreden,
212,1329,Niet omstreden,
213,1329,Niet omstreden,
214,1329,Niet omstreden,geen
215,1329,Niet omstreden,
216,1329,Niet omstreden,
208,1328,Onleesbare OCR,
209,1328,Onleesbare OCR,
210,1328,Onleesbare OCR,
211,1328,Onleesbare OCR,
212,1328,Weet ik niet,
213,1328,Omstreden naar huidige maatstaven,
214,1328,Onleesbare OCR,
215,1328,Onleesbare OCR,
216,1328,Onleesbare OCR,
208,1326,Niet omstreden,
209,1326,Niet omstreden,
210,1326,Niet omstreden,
211,1326,Niet omstreden,
212,1326,Niet omstreden,
213,1326,Niet omstreden,Weet ik niet
214,1326,Niet omstreden,geen
215,1326,Niet omstreden,
216,1326,Niet omstreden,
208,1325,Omstreden naar huidige maatstaven,Hottentot-wilde Boesman is wat groter dan de zandwoestijn-wilde Boesman
209,1325,Omstreden naar huidige maatstaven,Hottentot
210,1325,Weet ik niet,
211,1325,Niet omstreden,
212,1325,Niet omstreden,
213,1325,Niet omstreden,Weet ik niet
214,1325,Omstreden naar huidige maatstaven,"de Hottentot-wilde Boesman, de zandwoestijn-wilde Boesman"
215,1325,Omstreden naar huidige maatstaven,Hottentot
216,1325,Weet ik niet,
208,1324,Niet omstreden,
209,1324,Niet omstreden,
210,1324,Niet omstreden,
211,1324,Niet omstreden,
212,1324,Niet omstreden,
213,1324,Niet omstreden,Weet ik niet
214,1324,Niet omstreden,geen
215,1324,Niet omstreden,
216,1324,Niet omstreden,
208,1323,Niet omstreden,
209,1323,Omstreden naar huidige maatstaven,
210,1323,Omstreden naar huidige maatstaven,
211,1323,Niet omstreden,
212,1323,Niet omstreden,
213,1323,Niet omstreden,Weet ik niet
214,1323,Niet omstreden,geen
215,1323,Omstreden naar huidige maatstaven,
216,1323,Niet omstreden,
208,1322,Niet omstreden,
209,1322,Niet omstreden,
210,1322,Niet omstreden,
211,1322,Niet omstreden,
212,1322,Niet omstreden,
213,1322,Niet omstreden,Weet ik niet
214,1322,Niet omstreden,geen
215,1322,Niet omstreden,
216,1322,Niet omstreden,
208,1321,Omstreden naar huidige maatstaven,
209,1321,Omstreden naar huidige maatstaven,
210,1321,Weet ik niet,
211,1321,Omstreden naar huidige maatstaven,
212,1321,Niet omstreden,
213,1321,Weet ik niet,Weet ik niet
214,1321,Weet ik niet,geen
215,1321,Omstreden naar huidige maatstaven,
216,1321,Weet ik niet,
208,1319,Niet omstreden,
209,1319,Niet omstreden,
210,1319,Niet omstreden,
211,1319,Niet omstreden,
212,1319,Niet omstreden,
213,1319,Niet omstreden,Weet ik niet
214,1319,Niet omstreden,geen
215,1319,Niet omstreden,
216,1319,Niet omstreden,
208,1317,Niet omstreden,
209,1317,Niet omstreden,
210,1317,Niet omstreden,De beschaving komt uit het noorden
211,1317,Niet omstreden,
212,1317,Niet omstreden,
213,1317,Niet omstreden,Weet ik niet
214,1317,Niet omstreden,geen
215,1317,Niet omstreden,
216,1317,Niet omstreden,
208,1316,Niet omstreden,
209,1316,Omstreden naar huidige maatstaven,Hoer
210,1316,Weet ik niet,Hoer
211,1316,Weet ik niet,
212,1316,Omstreden naar huidige maatstaven,hoer (maar ik neem aan dat dit heer moet zijn)
213,1316,Niet omstreden,Weet ik niet
214,1316,Niet omstreden,geen
215,1316,Omstreden naar huidige maatstaven,Hoer + zwarts
216,1316,Niet omstreden,
208,1315,Niet omstreden,
209,1315,Niet omstreden,
210,1315,Niet omstreden,
211,1315,Niet omstreden,
212,1315,Niet omstreden,
213,1315,Niet omstreden,
214,1315,Niet omstreden,geen
215,1315,Niet omstreden,
216,1315,Niet omstreden,
208,1314,Niet omstreden,
209,1314,Niet omstreden,
210,1314,Niet omstreden,
211,1314,Niet omstreden,
212,1314,Niet omstreden,
213,1314,Niet omstreden,
214,1314,Niet omstreden,geen
215,1314,Niet omstreden,
216,1314,Niet omstreden,
208,1313,Onleesbare OCR,
209,1313,Onleesbare OCR,
210,1313,Onleesbare OCR,
211,1313,Omstreden naar huidige maatstaven,
212,1313,Omstreden naar huidige maatstaven,
213,1313,Omstreden naar huidige maatstaven,
214,1313,Onleesbare OCR,
215,1313,Onleesbare OCR,
216,1313,Onleesbare OCR,
208,1312,Niet omstreden,
209,1312,Niet omstreden,
210,1312,Niet omstreden,
211,1312,Niet omstreden,
212,1312,Niet omstreden,
213,1312,Niet omstreden,
214,1312,Niet omstreden,geen
215,1312,Niet omstreden,
216,1312,Niet omstreden,
208,1311,Niet omstreden,
209,1311,Niet omstreden,
210,1311,Niet omstreden,
211,1311,Weet ik niet,
212,1311,Niet omstreden,
213,1311,Omstreden naar huidige maatstaven,
214,1311,Niet omstreden,geen
215,1311,Omstreden naar huidige maatstaven,
216,1311,Niet omstreden,
208,1310,Niet omstreden,
209,1310,Niet omstreden,
210,1310,Niet omstreden,
211,1310,Niet omstreden,
212,1310,Niet omstreden,
213,1310,Niet omstreden,
214,1310,Niet omstreden,stroopers
215,1310,Niet omstreden,
216,1310,Niet omstreden,
208,1309,Niet omstreden,
209,1309,Niet omstreden,
210,1309,Niet omstreden,
211,1309,Niet omstreden,
212,1309,Niet omstreden,
213,1309,Niet omstreden,
214,1309,Omstreden naar huidige maatstaven,geen
215,1309,Omstreden naar huidige maatstaven,
216,1309,Omstreden naar huidige maatstaven,
208,1308,Omstreden naar huidige maatstaven,
209,1308,Omstreden naar huidige maatstaven,"zwartje, fokkelientje"
210,1308,Weet ik niet,
211,1308,Niet omstreden,
212,1308,Niet omstreden,
213,1308,Omstreden naar huidige maatstaven,Weet ik niet
214,1308,Weet ik niet,geen
215,1308,Omstreden naar huidige maatstaven,
216,1308,Niet omstreden,
208,1307,Niet omstreden,
209,1307,Niet omstreden,
210,1307,Weet ik niet,
211,1307,Niet omstreden,
212,1307,Weet ik niet,
213,1307,Omstreden naar huidige maatstaven,Weet ik niet
214,1307,Niet omstreden,geen
215,1307,Omstreden naar huidige maatstaven,
216,1307,Weet ik niet,
208,1305,Omstreden naar huidige maatstaven,
209,1305,Niet omstreden,
210,1305,Niet omstreden,
211,1305,Niet omstreden,
212,1305,Niet omstreden,
213,1305,Omstreden naar huidige maatstaven,Weet ik niet
214,1305,Omstreden naar huidige maatstaven,geen
215,1305,Niet omstreden,
216,1305,Niet omstreden,
208,1304,Omstreden naar huidige maatstaven,
209,1304,Weet ik niet,
210,1304,Niet omstreden,
211,1304,Weet ik niet,
212,1304,Onleesbare OCR,
213,1304,Omstreden naar huidige maatstaven,Weet ik niet
214,1304,Onleesbare OCR,
215,1304,Onleesbare OCR,
216,1304,Onleesbare OCR,
208,1303,Omstreden naar huidige maatstaven,
209,1303,Omstreden naar huidige maatstaven,
210,1303,Niet omstreden,
211,1303,Niet omstreden,
212,1303,Niet omstreden,Indo
213,1303,Niet omstreden,Weet ik niet
214,1303,Niet omstreden,Indo
215,1303,Niet omstreden,
216,1303,Niet omstreden,
208,1302,Niet omstreden,
209,1302,Niet omstreden,
210,1302,Niet omstreden,
211,1302,Niet omstreden,
212,1302,Niet omstreden,
213,1302,Omstreden naar huidige maatstaven,
214,1302,Niet omstreden,geen
215,1302,Niet omstreden,ras
216,1302,Weet ik niet,
208,1301,Weet ik niet,negers zijn gelijk kerosine blikken
209,1301,Omstreden naar huidige maatstaven,"Hoeren, negers"
210,1301,Omstreden naar huidige maatstaven,"Neger, negers, hoeren"
211,1301,Omstreden naar huidige maatstaven,
212,1301,Omstreden naar huidige maatstaven,negers
213,1301,Niet omstreden,Weet ik niet
214,1301,Omstreden naar huidige maatstaven,negers ; klappen komen halen
215,1301,Omstreden naar huidige maatstaven,Hoeren + negers
216,1301,Weet ik niet,negers hoeren 
208,1300,Onleesbare OCR,
209,1300,Niet omstreden,
210,1300,Niet omstreden,
211,1300,Niet omstreden,
212,1300,Onleesbare OCR,
213,1300,Niet omstreden,Weet ik niet
214,1300,Onleesbare OCR,
215,1300,Onleesbare OCR,
216,1300,Onleesbare OCR,
201,1299,Niet omstreden,
202,1299,Weet ik niet,
203,1299,Weet ik niet,
204,1299,Weet ik niet,
205,1299,Niet omstreden,
206,1299,Niet omstreden,
207,1299,Niet omstreden,
201,1298,Niet omstreden,
202,1298,Niet omstreden,
203,1298,Niet omstreden,
204,1298,Omstreden naar huidige maatstaven,
205,1298,Niet omstreden,
206,1298,Niet omstreden,
207,1298,Niet omstreden,
201,1297,Niet omstreden,
202,1297,Niet omstreden,
203,1297,Weet ik niet,
204,1297,Niet omstreden,
205,1297,Niet omstreden,
206,1297,Omstreden naar huidige maatstaven,
207,1297,Niet omstreden,
201,1296,Omstreden naar huidige maatstaven,
202,1296,Weet ik niet,
203,1296,Weet ik niet,
204,1296,Omstreden naar huidige maatstaven,"half Engelschnian, half Indiër"
205,1296,Niet omstreden,
206,1296,Omstreden naar huidige maatstaven,
207,1296,Niet omstreden,
201,1295,Niet omstreden,
202,1295,Niet omstreden,
203,1295,Niet omstreden,
204,1295,Weet ik niet,
205,1295,Niet omstreden,
206,1295,Niet omstreden,
207,1295,Niet omstreden,
201,1293,Niet omstreden,
202,1293,Weet ik niet,
203,1293,Niet omstreden,homo
204,1293,Weet ik niet,
205,1293,Niet omstreden,
206,1293,Niet omstreden,
207,1293,Niet omstreden,
201,1292,Niet omstreden,
202,1292,Niet omstreden,
203,1292,Niet omstreden,
204,1292,Niet omstreden,
205,1292,Weet ik niet,
206,1292,Onleesbare OCR,
